task_id,specification,functional_oracle,public_reference_rtl,bounded_temporal_contract,persistence_temporal_contract,progress_or_liveness_contract,protocol_or_ordering_contract,temporal_contract_explicit,native_temporal_assertion_scoring,formal_temporal_scoring,finite_trace_temporal_scoring,reference_trace_scoring,synthesis_contract_explicit,equivalence_contract_explicit,synthesis_scoring,post_synthesis_behavior_scoring,formal_equivalence_scoring,temporal_contract_without_property_or_formal,progress_contract_without_formal,equivalence_contract_without_formal_equivalence,synthesis_contract_without_synthesis,manual_review,evidence
cvdp_copilot_image_rotate_0015,cvdp_copilot_image_rotate_0015:input.prompt,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,"('bounded temporal contract: …- **Cells: Minimum 25% reduction** - The **output latency must be reduced by 3 cycles** as part of the optimization. module image_rotate #( parameter IN_ROW…', 'equivalence contract: …ial logic components** while ensuring that: - The optimized design **retains functional equivalence** with the original module. - The **interface module must remain unchanged**…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_image_stego_0004,cvdp_copilot_image_stego_0004:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_interrupt_controller_0014,cvdp_copilot_interrupt_controller_0014:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_interrupt_controller_0017,cvdp_copilot_interrupt_controller_0017:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_interrupt_controller_0019,cvdp_copilot_interrupt_controller_0019:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …cycle to indicate immediate readiness. - This design assumes no wait states (single-cycle access). 3. **Invalid Address Handling**: - If `paddr` does not correspond…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_ir_receiver_0001,cvdp_copilot_ir_receiver_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_ir_receiver_0005,cvdp_copilot_ir_receiver_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_kogge_stone_adder_0007,cvdp_copilot_kogge_stone_adder_0007:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_lfsr_0007,cvdp_copilot_lfsr_0007:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_line_buffer_0003,cvdp_copilot_line_buffer_0003:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_load_store_unit_0001,cvdp_copilot_load_store_unit_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …if_ready_o` to indicate that it is handling an outstanding transaction with a **one-cycle latency** after the execute unit request is received. Note: If both `ex_if_req_…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_load_store_unit_0003,cvdp_copilot_load_store_unit_0003:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_load_store_unit_0009,cvdp_copilot_load_store_unit_0009:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_manchester_enc_0005,cvdp_copilot_manchester_enc_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_manchester_enc_0013,cvdp_copilot_manchester_enc_0013:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,"('synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /code/scripts/synth.tcl -l /code/rundir/synth.log"" return subprocess.run…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_matrix_multiplier_0001,cvdp_copilot_matrix_multiplier_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_matrix_multiplier_0007,cvdp_copilot_matrix_multiplier_0007:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …**Constraints:** - **Input Control:** New inputs will only be applied from the next cycle following the assertion of `valid_out`, signaling that the module is ready for…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_matrix_multiplier_0010,cvdp_copilot_matrix_multiplier_0010:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …- In the first cycle, add pairs (4 additions in parallel). - In the next cycle, add the results of the previous additions (2 additions in parallel). -…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_mem_allocator_0001,cvdp_copilot_mem_allocator_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …ng the updated `free_slots_n`. - The `acquire_addr` output is **updated in the next clock cycle**, registering `free_index`, to ensure the address is ready and maintained for…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_microcode_sequencer_0001,cvdp_copilot_microcode_sequencer_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_modified_booth_mul_0002,cvdp_copilot_modified_booth_mul_0002:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_modified_booth_mul_0005,cvdp_copilot_modified_booth_mul_0005:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …ock cycle, - **Data Latency:** Given that each of the five stages processes in one cycle, the total data latency from input to output is 5 cycles. --- | Count | X…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_montgomery_0001,cvdp_copilot_montgomery_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_montgomery_0002,cvdp_copilot_montgomery_0002:input.prompt,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …of **four clock cycles**. However, the result is computed and output one clock cycle before `valid_out` is asserted, causing a mismatch in the expected behavior. --- Fix…', 'harness contains finite cycle/event-driven checks', 'harness contains recognizable reference/scoreboard comparison')"
cvdp_copilot_morse_code_0001,cvdp_copilot_morse_code_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_morse_code_0014,cvdp_copilot_morse_code_0014:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_moving_average_0001,cvdp_copilot_moving_average_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_moving_average_0005,cvdp_copilot_moving_average_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_mux_synch_0001,cvdp_copilot_mux_synch_0001:input.prompt,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,"('persistence temporal contract: …is used to sample the data on the bus in the destination domain. The data must remain stable until it is sampled in the destination clock domain. Design a Mux Synchronizer that s…', 'synthesis contract: …specifications, complete the following Verilog template. Ensure correctness and synthesizability. ```verilog module mux_synch ( input [7:0] data_in, //asynchronous da…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_mux_synch_0011,cvdp_copilot_mux_synch_0011:input.prompt,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('persistence temporal contract: …is used to sample the data on the bus in the destination domain. The data must remain stable until it is sampled in the destination clock domain. and once the data is sampled in…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_nbit_swizzling_0001,cvdp_copilot_nbit_swizzling_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_nbit_swizzling_0014,cvdp_copilot_nbit_swizzling_0014:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_nbit_swizzling_0020,cvdp_copilot_nbit_swizzling_0020:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_neuromorphic_array_0001,cvdp_copilot_neuromorphic_array_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_one_hot_address_0001,cvdp_copilot_one_hot_address_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_packet_controller_0001,cvdp_copilot_packet_controller_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_palindrome_3b_0002,cvdp_copilot_palindrome_3b_0002:input.prompt,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,"('synthesis contract: …g stream. The length of the palindrome should be 3. Your design should be fully synthesizable. ## Port list: ### Parameter: - N: Determines the width of the Palindrome. For…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_password_generator_0001,cvdp_copilot_password_generator_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_perceptron_0001,cvdp_copilot_perceptron_0001:input.prompt,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,()
cvdp_copilot_perceptron_0006,cvdp_copilot_perceptron_0006:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_perceptron_0013,cvdp_copilot_perceptron_0013:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_perf_counters_0001,cvdp_copilot_perf_counters_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …in zero. - Once the software reads the value, the counter resets to zero in the next cycle. - The counter and the software read are independent and have no protocol depen…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_perfect_squares_0001,cvdp_copilot_perfect_squares_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_ping_pong_buffer_0001,cvdp_copilot_ping_pong_buffer_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_pipeline_mac_0017,cvdp_copilot_pipeline_mac_0017:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …s 1 clock cycle, followed by accumulation in the second stage, which also takes 1 cycle. After `N` valid inputs, the final accumulated result is output for one clock c…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_piso_0001,cvdp_copilot_piso_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_pkt_detector_0001,cvdp_copilot_pkt_detector_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_prbs_gen_0003,cvdp_copilot_prbs_gen_0003:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …umptions:** - In Generator mode, the PRBS data will be generated at every clock cycle after the reset is deasserted. - In Checker mode, data_in should be available and upd…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_prim_max_0001,cvdp_copilot_prim_max_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_radix2_div_0001,cvdp_copilot_radix2_div_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_reed_solomon_encoder_and_decoder_0005,cvdp_copilot_reed_solomon_encoder_and_decoder_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_register_file_2R1W_0006,cvdp_copilot_register_file_2R1W_0006:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_register_file_2R1W_0013,cvdp_copilot_register_file_2R1W_0013:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_restoring_division_0001,cvdp_copilot_restoring_division_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_reverse_bits_0001,cvdp_copilot_reverse_bits_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,"('synthesis contract: …ven as input. ## Implementation Guidelines - The module must be implemented in synthesizable Verilog. - The solution should be combinational and free of clocked elements an…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_rgb2ycbcr_0001,cvdp_copilot_rgb2ycbcr_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks', 'harness contains recognizable reference/scoreboard comparison')"
cvdp_copilot_round_robin_arbiter_0005,cvdp_copilot_round_robin_arbiter_0005:input.prompt,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,"('progress/liveness contract: …enhancements. This includes priority handling, timeout mechanisms, and improved fairness control. --- ## Changes to Functionality ### 1. Introduction of Priority Lev…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_rounding_0001,cvdp_copilot_rounding_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,"('synthesis contract: …ic for rounding modes. 2. Provide proper tie-breaking for `RNE` mode. 3. Ensure synthesizability (no initial blocks, latches, etc.).', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_rs_232_0001,cvdp_copilot_rs_232_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_run_length_0001,cvdp_copilot_run_length_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_run_length_0007,cvdp_copilot_run_length_0007:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_scrambler_0001,cvdp_copilot_scrambler_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_scrambler_0009,cvdp_copilot_scrambler_0009:input.prompt,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('persistence temporal contract: …- The `in_data` is registered if `i_valid` is asserted. - `i_valid` must remain high until all **4 internal registers** are filled. 2. The delay from registering the fou…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_scrambler_0018,cvdp_copilot_scrambler_0018:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,"('synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /code/scripts/synth.tcl -l /code/rundir/synth.log"" return subprocess.run…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_scrambler_0024,cvdp_copilot_scrambler_0024:input.prompt,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,"('synthesis contract: The module **intra_block.sv** contains only combinational logic. Perform an **area optimization** by focusing on modifying the combinational logic components. Ensure that: -…', 'equivalence contract: …combinational logic components. Ensure that: - The optimized design retains **functional equivalence** with the original module. - The interface module should remain the same. - Th…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sdram_controller_0001,cvdp_copilot_sdram_controller_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,"('bounded temporal contract: …, the controller monitors for read or write requests. If no request is received within 1024 clock cycles, an auto-refresh operation is initiated to maintain SDRAM data integrity. The…', 'synthesis contract: …specifications, complete the following Verilog template. Ensure correctness and synthesizability. ```verilog module sdram_controller (clk,reset,addr,data_in,data_out,read,wr…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_secure_ALU_0001,cvdp_copilot_secure_ALU_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_secure_read_write_bus_0001,cvdp_copilot_secure_read_write_bus_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_secure_read_write_register_bank_0001,cvdp_copilot_secure_read_write_register_bank_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_secure_variable_timer_0001,cvdp_copilot_secure_variable_timer_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …+ 1) * 1000) clock cycles: - Example: If `delay = 0`, the timer counts for 1000 cycles; if `delay = 5`, the timer counts for 6000 cycles. - During this phase:…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sequencial_binary_to_one_hot_decoder_0001,cvdp_copilot_sequencial_binary_to_one_hot_decoder_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_serial_in_parallel_out_0004,cvdp_copilot_serial_in_parallel_out_0004:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_serial_in_parallel_out_0011,cvdp_copilot_serial_in_parallel_out_0011:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_serial_in_parallel_out_0014,cvdp_copilot_serial_in_parallel_out_0014:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_set_bit_calculator_0001,cvdp_copilot_set_bit_calculator_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_sigma_delta_audio_0007,cvdp_copilot_sigma_delta_audio_0007:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_signal_correlator_0015,cvdp_copilot_signal_correlator_0015:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_signed_adder_0001,cvdp_copilot_signed_adder_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_simple_spi_0001,cvdp_copilot_simple_spi_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …o_bits_left, // Bits left to transmit output reg o_done, // Single-cycle pulse when done or error output reg [1:0] o_fsm_state // FSM state for…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_single_number_0001,cvdp_copilot_single_number_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,"('synthesis contract: …he following Verilog template. Ensure correctness, proper parameterization, and synthesizability. ```verilog module unique_number_identifier #( parameter p_bit_width =…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_skid_buffer_0001,cvdp_copilot_skid_buffer_0001:input.prompt,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,"('protocol/ordering contract: …ternal Functionality:** **Skid Buffer Modules:** Implement data buffering and back pressure handling using a `skid_buffer` module. Each skid buffer should handle ready/val…', 'synthesis contract: …specifications, complete the following Verilog template. Ensure correctness and synthesizability. ```verilog module pipelined_skid_buffer( input wire clock, input wi…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sobel_filter_0011,cvdp_copilot_sobel_filter_0011:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"(""bounded temporal contract: …0 ] ``` - **Actual Output:** - `valid_out`: - Asserted high (`1'b1`) after 1 clock cycle of input processing. - Remains high for 9 clock cycles. - `edge_out`:…"", 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sorter_0001,cvdp_copilot_sorter_0001:input.prompt,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,"('bounded temporal contract: …l to indicate that the input data is valid and that sorting should begin on the next clock cycle.…', 'progress/liveness contract: …up toward the end of the array, while smaller values move toward the beginning. Eventually, after enough passes, the entire array becomes sorted. For this implementation…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sorter_0003,cvdp_copilot_sorter_0003:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_sorter_0009,cvdp_copilot_sorter_0009:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …l to indicate that the input data is valid and that sorting should begin on the next clock cycle.…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sorter_0031,cvdp_copilot_sorter_0031:input.prompt,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,"('bounded temporal contract: …l to indicate that the input data is valid and that sorting should begin on the next clock cycle.…', 'progress/liveness contract: …rsing the input array from the end preserves the order of equal elements, which eventually makes this sorting algorithm stable. Update as below: - out_array[ count_…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sorter_0051,cvdp_copilot_sorter_0051:input.prompt,True,True,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,True,True,False,True,"('progress/liveness contract: …up toward the end of the array, while smaller values move toward the beginning. Eventually, after enough passes, the entire array becomes sorted. For this implementation…', 'synthesis contract: …tation perform (N)*(N-1) passes to sort the array of N elements. Perform an **area optimization** by focusing on modifying the combinational logic and sequential logic. Ensure…', 'equivalence contract: …onal logic and sequential logic. Ensure that: - The optimized design retains **functional equivalence** and **latency** as the original module. - The interface module should remain…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sorter_0057,cvdp_copilot_sorter_0057:input.prompt,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,"('synthesis contract: …in stable behavior (equal elements retain their relative order). Perform an **area optimization** and **latency optimization** by focusing on modifying the sequential logic an…', 'equivalence contract: …l logic and combinational logic. Ensure that: - The optimized design retains **functional equivalence**. - The interface module should remain the same. - The modifications lead to a…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sorter_0059,cvdp_copilot_sorter_0059:input.prompt,True,True,True,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,True,False,True,"('bounded temporal contract: …end // If i == N, sorting complete, next cycle moves to DONE end 1: begin…', 'synthesis contract: …1 entries are sorted (""+1"" because the first entry is skipped). Perform an **area optimization** by focusing on modifying the combinational logic and sequential logic. Ensure…', 'equivalence contract: …onal logic and sequential logic. Ensure that: - The optimized design retains **functional equivalence** and **latency** as the original module. - The interface module should remain…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sound_generator_0001,cvdp_copilot_sound_generator_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,"('synthesis contract: …ue. Set the strobe output to 0. ### **Key Constraints:** Ensure the module is synthesized efficiently, minimizing resource usage while adhering to the timing requirement…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sprite_0004,cvdp_copilot_sprite_0004:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …- `done` goes to `0`. - **Transition**: - Moves to `INIT_WRITE` on the next clock cycle after reset is deasserted. ### 2. **INIT_WRITE** - **Actions**: - Prep…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_sprite_0010,cvdp_copilot_sprite_0010:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
